User_ID,First_Name,Last_Name,Language
aa8f723f,John,Perry,Walloon
0f78333d,Ryan,Gutierrez,Azerbaijani
94aa211f,Mark,Gordon,Ido
414b8fad,Veronica,Rodriguez,Georgian
8f081976,Margaret,Dixon,Inuktitut
41622516,Karla,Hubbard,Javanese
0b3c2c9f,Jennifer,Perry,Oromo
b7f89b7e,Jessica,Reed,Tigrinya
458ce5f7,Bradley,Short,Vietnamese
b9fabe54,Lance,Rivera,Armenian
2403105a,Dana,Levine,Kazakh
7a5f0316,Bryan,Lewis,Hiri Motu
e0424124,Amanda,Oconnor,Fijian
b717743a,Ryan,Smith,Uighur
82d284f0,Deborah,Morris,Fijian
83732a37,Amanda,Ford,Zulu
d8e5dd07,Michael,Stewart,Bashkir
458c8213,Amber,Clark,Shona
b955c6ec,Mark,Aguirre,Javanese
1a4639c6,Barbara,Wright,Church Slavic
b3cb8c3c,Lisa,Smith,Sichuan Yi
3043e68e,Melissa,Wolfe,Akan
ffda329b,Brian,Gonzales,Estonian
b2ab489e,Paul,Bell,Irish
56c6e554,Sarah,Carey,Slovak
03ec5d73,Thomas,Fields,Welsh
3f20311f,Andrew,Mann,Breton
d5fb8686,Kathryn,Mccoy,Polish
a3df5dd4,Nathan,Mathews,Xhosa
8fa5b154,Christopher,Brown,Navajo
f9b0b9bf,Bryan,Maldonado,Swati
6b395741,Kathleen,Smith,Welsh
367debf4,William,Jacobs,Guarani
51dc4386,Daniel,Palmer,Tahitian
6b4ec06c,Jack,Figueroa,Occitan
313b6efb,Christina,Christensen,Amharic
c68d813a,Alexandra,Rosario,Kinyarwanda
3b327b6e,Regina,Henry,Interlingua
bba6b57f,Howard,Harrell,German
98a9ccae,Brooke,Contreras,Russian
021b5be9,Fernando,Blair,Pushto
2ea44e9d,Cindy,Sutton,Welsh
ccab3064,Tara,White,Romanian
ab1add51,Harry,Lyons,Burmese
f979e9ea,Tyler,French,Oromo
8f30f97d,Hannah,Gonzalez,Navajo
b8e38e07,John,Weber,Hindi
b1fe155c,Chloe,Garrison,Kirghiz
9daac50a,Rachel,Moore,Tibetan
02f68644,Robert,Griffin,Latin
ab51add8,Jerry,Turner,Venda
173a7d55,Ashley,Wilson,Uighur
c9939103,Miranda,Burke,Igbo
46b35e44,Vickie,Velez,Kirghiz
1b4424dd,Karen,Schultz,Afrikaans
16b4c497,Nicole,Payne,Ndonga
ebbfafc3,Curtis,Olson,Slovak
f2c0a566,David,Mcdaniel,Guarani
34dad111,Shannon,Davis,Japanese
aa7bdfa3,Gregory,Curtis,Mongolian
251c90d9,Rebecca,Turner,Korean
598efd02,Justin,Barton,Venda
c5642517,Kimberly,Curry,Afar
5e8aed36,Raymond,Johns,Dzongkha
7be076d6,Melinda,Joseph,Maori
41118f59,Lorraine,Lyons,Marathi
2da125c1,Evelyn,Stout,Faroese
d6b94141,Kelly,Baldwin,Greek
823e9a88,Cynthia,Howell,Fulah
7391f331,John,Carroll,Lithuanian
6bdb1d9e,Angela,Lopez,Cree
ab7273bc,Steven,Lee,Greek
839f23dc,Heidi,Scott,Kashmiri
42385946,Katherine,Stewart,Tamil
c7978493,Ann,Gutierrez,Romansh
b6df8c21,Michael,Harris,South Ndebele
c112eed4,John,Cole,Assamese
92e87211,Rodney,Miller,Norwegian Nynorsk
a7a46866,Rachel,Perry,Swati
a1adb0ae,Jessica,Mendoza,Welsh
f30003fb,Eileen,Jordan,Hausa
73bfc396,Clayton,Brown,Marshallese
3e41585f,Andrew,Berry,Afrikaans
599dbf81,Anthony,Benton,Panjabi
7cb6d3eb,Angela,Davis,Galician
73a54189,Brandon,Martinez,Nepali
13649191,Timothy,Martin,Greek
fea0052e,Vanessa,Martinez,Tonga
a0968a8d,Derrick,Suarez,Sichuan Yi
cd1f4cd0,Michael,Copeland,Arabic
82f860f7,Pamela,Williams,Ewe
51dacac1,Brian,Craig,Bislama
38a1e970,Pamela,Thompson,Tswana
d0d5e3b0,Miguel,Williams,Kirghiz
4ff8266f,Dennis,Smith,Hiri Motu
faff6ffa,Amber,Munoz,Greek
8c3265d7,Randy,Mcmahon,Yiddish
8a00dc54,Brandon,Anthony,Albanian
3d0aec60,Renee,Powell,Swedish
4f231045,Ryan,Ashley,Kalaallisut
72a44b20,Michael,Jones,Maltese
c34605d2,Monica,Richmond,Haitian
f836adad,Sarah,Nguyen,Norwegian
aec17f43,Noah,Freeman,Maltese
f1cbd9ed,Jason,Bell,Church Slavic
7c8bf4b9,Crystal,Ramirez,Korean
a5cda6c8,Walter,Davis,Urdu
c55dd505,Christina,Hall,Igbo
f666dd75,Tracey,Wagner,Hindi
c2eefc6e,Morgan,Torres,Turkmen
4b3752aa,Amanda,Lynn,Yiddish
5984c518,Nicole,Williams,Kirghiz
ba0d460e,Brett,Kane,Persian
e0f55269,Shannon,Coleman,Romansh
7bdff67a,Lawrence,Roth,Lithuanian
10c31378,Todd,Arroyo,Luba-Katanga
e651377e,Jonathan,Hughes,Irish
ba678df8,Tony,Banks,Venda
49a759a7,Amanda,Davis,Ukrainian
abb2fa33,Karen,Browning,Galician
a3b63775,Andrew,Cunningham,Bihari languages
1c816115,Mary,Warren,Telugu
74ba5569,Christopher,Richardson,Slovenian
e0a14854,Monique,Palmer,Amharic
171a2e71,Amy,Walker,Ukrainian
c7cd48dd,Bill,Martinez,Slovenian
b7380b04,Deborah,Morse,Wolof
d799d699,Jasmine,Beltran,Afar
d374b1f9,David,Collier,Bihari languages
e8492835,Tammie,Hernandez,Arabic
3efbfc39,Jennifer,Stevenson,Chechen
b267883f,Amanda,Smith,Mongolian
978ce91d,Donna,Goodwin,Georgian
4062921e,Tyler,Stewart,Interlingua
2fb9f48b,Cheryl,Hall,Maltese
aa744c61,Andrew,Bullock,Zulu
121bdf3e,Charlotte,Miller,Vietnamese
6894c5b0,Michael,Willis,Sanskrit
152a3010,Vincent,Ellis,Walloon
cc1c878a,Timothy,Smith,Latin
02d317f1,Karla,Bell,Kongo
4789f600,Stacy,Cole,Japanese
f2e4ad50,Alexandra,Guerrero,Guarani
b721c64b,Tammie,Gray,Icelandic
30d3fca9,Rebecca,Lee,Oromo
1e02db52,Rodney,Rodriguez,Slovenian
ccdec6cd,Teresa,Bates,Walloon
72baa45f,Michael,Smith,Korean
f3498014,Mary,Schmidt,French
d4438986,Andrea,Frost,Rundi
b7ce73a5,Steven,Rose,Uighur
56c899ff,Edward,Williams,Ojibwa
8d6c950e,Kevin,Abbott,"Sotho, Southern"
dcfc3adc,Gary,Gentry,Burmese
94ed2dce,Rachel,Snyder,Catalan
7341f194,Rebecca,Jones,Sinhala
295a2e0b,Chad,Harrison,Cornish
480b55c6,William,Harrington,Luba-Katanga
4bd29822,George,Martin,Rundi
11d1ef2a,Kenneth,Frazier,German
c6952c07,Christine,Smith,Somali
171c325f,Sylvia,Cruz,Ewe
ed799954,Amy,Munoz,Ido
4e3e6bab,Matthew,Stanton,Javanese
29b1dbdf,David,Pittman,Assamese
11692893,Pamela,Garrison,Lithuanian
6258f6d7,Tiffany,Collins,Abkhazian
ade66e84,Joseph,Phillips,Tibetan
7bad321f,Joe,Williams,Limburgan
cf78ab9a,Adam,Dixon,Luba-Katanga
a1573efd,Kelly,Lee,Chichewa
8f87ab8c,Andrew,Ramos,Bengali
3be9cded,Brandon,Barker,Haitian
c0895f76,Gregory,Reese,Somali
52d2c78c,Aaron,Moore,Javanese
b53aa320,Michelle,Solomon,Danish
fe747fa8,Amy,Smith,Kinyarwanda
fab2b55b,Crystal,Wilkerson,Interlingua
4632f85b,Kyle,Leonard,Malay
c6781108,Bethany,Merritt,Maori
5bc7097b,Shirley,Boyer,Ewe
e7dc9f25,Christopher,Hernandez,Kazakh
f8fec828,Maria,Porter,Interlingua
a0b8e39d,Stephanie,Simmons,Zhuang
81f9a928,Amy,Black,Kongo
91da6560,Heather,Howell,Rundi
26d5be1a,Jonathan,Martin,Hausa
7bf93a72,Karen,Dixon,Armenian
32839723,Heather,Zimmerman,Luba-Katanga
2c2500ea,Maria,Cochran,Uighur
39d11da5,Calvin,Baker,Swedish
70f75830,Ronald,Lewis,Sinhala
3066b9d4,Tamara,Moss,Somali
a35fe5e5,Jenna,Tucker,Tatar
a3e73890,Steven,Mccormick,Afar
e3c4830d,Isaac,Greene,Chamorro
186f1145,Shawn,Rodriguez,Armenian
a2dd035d,Kim,Cruz,Zulu
b2de1538,Gary,Collins,Zulu
3b7c7e0d,Christopher,Smith,Twi
cab404e5,Dawn,Fox,Cree
c0b59a57,Lydia,Lopez,Haitian
5a2835a0,John,Beltran,Navajo
68376ad1,Michael,Smith,Walloon
e6b61602,Steven,Nelson,South Ndebele
ed127a6a,Barbara,Coleman,Italian
cdce35a4,David,Whitaker,Icelandic
b7ce1000,Natalie,Davis,Kongo
4eada12f,Mary,Wood,Chamorro
72033276,Daniel,Franco,Urdu
d3e271bc,Ashley,Scott,Ido
75f9ffb4,Robert,Clark,Javanese
1ec3ff2a,Bonnie,Jarvis,Nepali
9977a28d,Kimberly,Palmer,Haitian
b622561c,Steven,Fuller,Church Slavic
6f7f0073,Elizabeth,White,Abkhazian
0593db79,Kelly,Kidd,Tsonga
6531579c,Christopher,Rogers,Tagalog
6c54fef2,Renee,Ibarra,Twi
b1a586a8,Amy,Phillips,"Sotho, Southern"
ed87a707,Debra,Miller,Church Slavic
ae15cd88,James,Vincent,Hebrew
a87689fb,Joanna,Krueger,Slovak
d2cafe90,Sarah,Spencer,Mongolian
43fbc7a3,William,Wright,Indonesian
0a75e9da,Kara,Nguyen,Bulgarian
1c74138b,Anthony,Downs,Belarusian
f1733214,Joshua,Trujillo,Rundi
4c95d133,Dorothy,Neal,Belarusian
294af876,Ethan,Todd,Assamese
249fb3ec,Robert,Salas,Slovenian
ab71021f,Mary,Mendoza,Malayalam
2bca9bc1,Charles,Garcia,Kongo
4cc8d249,Sharon,Jones,Sundanese
1171aed4,Anthony,Gilmore,Estonian
20951b9c,Ryan,Cox,Tonga
c4eb27aa,Morgan,Thomas,Sardinian
122abbd7,Joseph,Parker,Esperanto
bf16d78e,Tammy,Williams,Chechen
23d9f470,Jennifer,Brown,Avaric
cc33391a,Charles,Harmon,Korean
f196dcc8,Carol,Martin,Russian
5c4cc9cd,Sarah,Freeman,Kurdish
6b76e9a1,Michael,Johnson,Inuktitut
d9028424,Teresa,Hunt,Inupiaq
d6e84fa8,Michelle,Terry,Chuvash
3cce7ee7,Tiffany,Sanchez,Aragonese
2359eacf,Manuel,Barber,Rundi
cea71fcf,Emily,Owens,Tagalog
aeb09719,Megan,Skinner,Russian
afbfbe33,Chad,Robbins,Ewe
8ee04e56,Derrick,Peck,Ojibwa
17ec5173,Todd,Goodman,Luba-Katanga
4277aa34,Kaitlyn,Gray,Sanskrit
4a66b400,Jonathan,Shepherd,Sanskrit
b849ee82,Christy,Fernandez,Church Slavic
d8adad87,Casey,Bailey,Interlingue
e3181955,Tina,Burns,Afar
b7b776d2,Jennifer,Lee,Serbian
6707ca3f,Carlos,Gill,Panjabi
3421e7ba,Daniel,Gill,Chamorro
14a322ad,Kristen,Scott,Latvian
c3a6ef65,John,Savage,Herero
58e5b2b1,George,Mckinney,Norwegian Nynorsk
913acac1,Lacey,Duncan,Nepali
d51c7bc1,Jimmy,Welch,Ndonga
531b6e08,Frank,Vazquez,Haitian
36e2ff8c,Daniel,Ford,Tigrinya
c98a91eb,Reginald,Montgomery,Ewe
d30c4698,Charles,Hess,Tswana
29782162,Barbara,Matthews,Assamese
fdb2b385,William,Lopez,Bihari languages
833e59d2,Laura,Osborn,Spanish
8f46fab4,David,King,Samoan
f69c9130,Anthony,Smith,Croatian
c1edff29,Bill,Mckee,Javanese
741de2c1,Thomas,Ryan,Galician
c9c10b75,Daniel,Diaz,Bihari languages
02428050,Matthew,Kidd,Galician
cc0dfe20,Sara,Ford,Fijian
32d535ae,Samuel,Johnson,Tsonga
87bf4ca6,Nicholas,Shepherd,Armenian
24af6c3e,Andrea,Johnson,English
1828fb43,John,Green,Kuanyama
65aaf4f4,Lindsey,West,Quechua
faf193a9,Theresa,Miller,Kalaallisut
c6a2892f,Timothy,Black,Hausa
4e432e36,John,Weiss,Mongolian
29421930,Elizabeth,Torres,Sinhala
85227829,Bruce,Costa,North Ndebele
fcf06f0b,Julie,Henderson,Interlingue
df90d7c9,Debra,Dixon,"Sotho, Southern"
3adf00f3,Ashley,Smith,Ganda
27dd0710,Jessica,Lewis,Tajik
500dfa44,Sarah,Cain,Kurdish
c41750b6,Kathleen,Smith,Hebrew
e6659f20,Susan,Price,Korean
ea529ab7,Jacob,Brown,Slovak
83bef224,Andrew,Christensen,Serbian
f14cd9dc,David,Rocha,Arabic
97d33649,Brian,Williams,Fijian
0be6c0bb,Carol,Burns,Nepali
09ed6fb4,Christopher,Blankenship,Marathi
898f9c6d,Meredith,Moore,Tigrinya
116fecb8,Amanda,Glenn,Turkmen
594294be,Tina,Carter,Church Slavic
ad1e2bd6,Jose,Hansen,Interlingue
e45edb68,Patrick,Kelly,Afrikaans
39c35fd6,Teresa,Davis,Dzongkha
3d958865,Troy,Cook,Quechua
52ee67bc,Robert,Greene,Kannada
00db7b85,Colton,Serrano,Slovak
d4336610,William,Todd,Shona
18fa5e20,David,Baker,Yoruba
c981b672,Brandon,Martin,Somali
66ab38ee,Mark,Fox,Welsh
4f56d40d,Kimberly,Collins,Northern Sami
0f8a805d,Deanna,Sanchez,Catalan
7d67e3f1,Teresa,Flowers,Czech
ab9fa9a3,Billy,Nelson,Croatian
b428f6cc,Kathryn,Krause,Zhuang
a03eaa0c,Christian,White,Norwegian Nynorsk
6e2c9c02,Justin,Perez,Hungarian
5767f51e,Katherine,Haley,Estonian
08f509e7,Oscar,Rodriguez,Uzbek
0c414eaf,Kenneth,Little,Abkhazian
f198455a,Brittany,Malone,Haitian
c7060813,Stephen,Wilson,Chamorro
e235eaa8,Patrick,Griffin,Turkish
bc022fce,Heather,Green,Portuguese
c6a1341f,Stephen,Wade,Bambara
1738af2a,Jennifer,Harris,Hungarian
5390cbdf,Andrea,Hill,Slovak
371ace0c,Mark,Jones,Shona
187108d8,Anthony,Pena,Tsonga
66f00c2d,Mark,Jackson,Kanuri
376f737f,Harold,Mason,Persian
7679f01b,Christopher,Patton,Marathi
0513a984,John,Martinez,Shona
f4658b9f,Walter,Miller,Czech
9826f69a,David,Odonnell,Manx
39b5a2a7,Shaun,Wilkinson,Avaric
f720b9b7,Scott,Burns,Panjabi
771ce878,Michael,Newman,Divehi
f1807b8c,Erika,Molina,Swati
c78d307b,Jorge,Brown,Interlingue
18571441,Derek,Hernandez,Kinyarwanda
4d7042f4,Mark,Harrison,Ganda
52b9a923,Jason,Whitney,Limburgan
f40a9b6d,Debra,Thomas,Norwegian
0e01eaf1,Todd,Cherry,Japanese
5b662387,Kelly,Collins,Wolof
c2b48c64,Stacy,Manning,Norwegian
4ae01f60,Amy,Franklin,Lao
3696bfd0,Paul,Hutchinson,Tagalog
b5603d04,Debra,Miller,Somali
1a80943e,Marcus,Nelson,Bihari languages
e14e962f,Lisa,Chandler,Serbian
2b3198dd,Eric,Thompson,Malay
8c24815e,Joshua,Valencia,Ukrainian
e6ee5109,Scott,Price,Polish
a1aad5f0,Taylor,Gibbs,"Sotho, Southern"
51d656fb,Brian,Berg,Swahili
dc1a6629,Brian,Morales,Georgian
fcb88b64,Joshua,Cruz,Hebrew
0410a28c,Susan,Acosta,Kazakh
b1851eeb,Christine,Lee,Bambara
128c7985,Pamela,Frost,Wolof
da8e2fdc,Jennifer,Acosta,Luxembourgish
48f6819e,Deanna,Barr,Kirghiz
13fcb9dd,Terry,Hunter,Persian
db68c3eb,Samantha,Jones,Ganda
71466805,Robert,Hall,Uighur
1e5bd791,Brian,Barton,Japanese
7dd71ecb,Ryan,Rivera,Akan
3c8ad6d6,Bobby,Russell,Urdu
e7267a38,Julia,Flores,Ido
33f0e5f8,Robert,Sloan,Oriya
9cb99a90,Marcus,Howard,"Sotho, Southern"
a69f0bc8,Nicholas,Watts,Kashmiri
b1ae1119,Suzanne,Dunlap,Indonesian
eb5ebf37,Susan,Collins,Corsican
116383a9,Wendy,Morgan,Ndonga
fe8a21d2,Margaret,Benton,Chechen
81b75cf4,Steven,Jackson,Albanian
b755ad6c,Tamara,Lin,Greek
e3fa60e2,Kimberly,Williams,Aragonese
74d77f27,Paul,Foster,Central Khmer
a852ff82,Thomas,Freeman,Latvian
a5464600,Emily,White,Yoruba
ee300046,Eric,Mclaughlin,Esperanto
a49da7a4,Paul,Reid,Inupiaq
2e541d01,Megan,Moore,Kikuyu
6c22afc7,Angela,Trujillo,Swati
e4aa32a0,Reginald,Diaz,Quechua
09ca67b7,Mark,Ayala,Ojibwa
1672d24e,Mark,Lewis,Venda
a4b13791,Kelly,Weaver,Divehi
a8343047,Heather,West,Latin
16424ec7,Leslie,Welch,Yiddish
ec4f4397,Shannon,Clark,Kannada
7c959ad5,Donald,Perry,Gujarati
9cf50531,Lauren,Taylor,Hebrew
3aec426f,Jennifer,Glenn,Avaric
1e6e48c2,Kimberly,Howell,Twi
9328a910,Nichole,Williams,Ndonga
ecbb43d3,Karina,Hampton,Sichuan Yi
a577d4b8,Tracy,Hill,Nepali
317bca3f,Angelica,Wilson,Kuanyama
2efb6b7f,Heather,Wood,Tajik
ed1ebaa0,Melissa,Trevino,Chamorro
eb1911f4,Victoria,Fisher,Haitian
260c8ec5,Heather,Turner,Haitian
a8fc85ce,Summer,Gutierrez,Kuanyama
fb8277c8,Amy,Braun,Dzongkha
afacdc15,Mary,Hernandez,Kikuyu
06539e8b,Troy,Cox,Yoruba
f6e5828e,Jacob,Woods,Nepali
7da79df6,Mark,Brown,Latin
29db5c37,William,Turner,Uzbek
c8e51376,Adam,Wright,Interlingua
403ab1e9,Katie,Rice,Basque
a458dc49,Jerry,Walton,Uighur
aca0dcaf,Dale,Ponce,Azerbaijani
a31224b8,Mary,Cummings,Irish
695fccc3,Robert,Leon,Ido
501b16d8,Jennifer,Guzman,Twi
7d7f6ad1,Cynthia,Newton,Arabic
c814cdcc,Jeremy,Johnson,Zulu
c6b46864,George,Morton,Komi
5a627202,Michael,Walton,Tajik
63fef598,Tony,Gibson,Tigrinya
00d8ac27,Christine,Robinson,Hebrew
0b4f24e1,Charles,Brooks,Corsican
59dce1d0,Paul,Hicks,Twi
d60ab6ad,Linda,Castillo,Komi
d9a0217a,Paula,Lewis,Welsh
4720abd8,Matthew,Bush,Ewe
c0e9ac8d,Jared,Caldwell,Fulah
a9fa4694,Dennis,Alvarado,Sardinian
c19814f1,Katelyn,Hicks,Swahili
e7e2b27c,Elijah,Harper,Ndonga
f3b73afc,Angela,Reyes,Limburgan
8a3d2683,David,Rivera,Sanskrit
fdc23ea4,Amy,Brown,Persian
753861d7,Robert,Walter,Tajik
fe1668db,Jocelyn,Atkins,Indonesian
26dd0325,Abigail,Conner,Tajik
abdb1e26,Gabriel,Mitchell,Kinyarwanda
86dbac6e,Kimberly,Smith,Belarusian
942598dd,Thomas,Mccarthy,Italian
aa467976,Melissa,Bolton,Uzbek
c731ecdc,Melissa,Baker,Western Frisian
9798d65d,Michelle,Boyd,Fijian
cfc35694,Judith,Wilkins,Kirghiz
ae08fdb3,Ricardo,Barron,Ewe
9e064b40,Stacey,Johnson,Zulu
4f2da9a6,John,Scott,Mongolian
19769f0e,Wanda,Pennington,Romanian
40fcae03,Thomas,Chen,Limburgan
afc39278,Amanda,Reid,Romanian
24315376,Gary,Robbins,Maltese
968fb1ae,Scott,Hamilton,Luba-Katanga
7c9152e1,Jeremy,Drake,Maori
1bc7e890,Bobby,Ho,Urdu
5f605f60,Kathryn,Smith,Assamese
ad562a2f,Howard,Sanders,Greek
52a481f3,Andrea,Smith,Bulgarian
95f589a9,Seth,Shaw,Somali
f5e44697,Wayne,Byrd,Sardinian
1d146f4a,Brian,Parker,Rundi
e4c02adc,Diana,Williams,Norwegian
5cf1d75f,Autumn,Gonzalez,Divehi
0353de5b,Michael,Hall,Avestan
399a95fc,Bryan,Walker,Panjabi
c5481eba,Anthony,Edwards,Kashmiri
007d82ed,Jason,Kaufman,Belarusian
ee84c4d8,Rebecca,Skinner,Lithuanian
f3431ec8,Melissa,Frye,Afrikaans
5b67f35f,Vanessa,Gomez,Italian
bec3ba15,Stacey,Hebert,Korean
b3b50a4f,Pamela,Morris,Welsh
7a1822f3,Alexandria,Hammond,Chamorro
19250ed7,Kathy,Frederick,Swahili
6f5fd5f2,Margaret,Martin,Malay
82036553,Ashley,Lewis,Javanese
557f87a5,Oscar,Gonzales,Swati
1b3596a1,Robert,Brown,Estonian
7f9c9f2c,Michael,Mcgee,French
4fd21482,Anthony,Richardson,Albanian
e8613d9e,Tony,Rush,Divehi
2753195e,Maurice,Burns,Chamorro
4aefa8a6,Zachary,Rhodes,Assamese
d9b16d55,Lawrence,Thompson,Kazakh
6908d999,Alicia,May,Icelandic
4be691f6,Gary,Johnson,Manx
13d4dd27,Michael,Leon,Finnish
155fe399,Thomas,Wright,Fijian
8ebce110,Sarah,Becker,Portuguese
257af577,Adrian,Mcintosh,Korean
57dcfe4f,Thomas,Williams,Marathi
8c2e9d07,Katherine,Thompson,Kashmiri
b1466009,Heather,Cook,Tigrinya
449c33f0,Janice,Jones,Esperanto
48091eea,David,Blackwell,Javanese
b857395f,Beth,Schwartz,Swati
cd23f9b3,Laura,Lopez,Wolof
50483cad,Danielle,Russell,Marshallese
2a238fbc,Dawn,Ramirez,Sanskrit
dc5e478b,Jennifer,Beck,Latin
b24bd3b7,Christopher,Mcintosh,Zulu
26503871,Margaret,Beck,Serbian
065012c5,Ernest,Hart,Armenian
d312906a,Ricky,Owen,Welsh
5136adde,Henry,Butler,Latvian
d0e8803c,Melissa,Fuentes,Telugu
1962082e,Rachel,Allen,Interlingua
b753077b,Mark,Leonard,Kannada
8ce64055,Martha,Steele,Romanian
101938a5,Beth,Valdez,Serbian
292307da,Rebecca,Johnson,Sardinian
b805a15f,Shelly,Jones,Fulah
fbef474d,Karen,Blake,Malagasy
dcaca6db,Melissa,Robinson,Danish
7a7d8d61,Dustin,Hall,Kanuri
34e04e99,Amy,Mcconnell,Czech
b2eb65f3,Melissa,Robinson,Samoan
861f12bb,Laura,Contreras,Swati
f1c5f192,Kathy,Hale,Zhuang
de8c7e00,Thomas,Smith,Walloon
79b8569c,Thomas,Holder,Aymara
a5ed8855,Timothy,Simmons,Akan
c2f278b8,Sonia,Cox,Tsonga
f9e89622,Elaine,Sexton,Occitan
c9aee337,Barbara,Maldonado,Bihari languages
eb72f968,David,Harper,Urdu
6e91de44,Sarah,Rodriguez,Komi
f581d1f7,Aaron,Burton,Latvian
a9f8e515,Julie,Brock,Panjabi
bb542976,Erin,Cardenas,Maori
028809d1,Robert,Simpson,Maori
8b660196,Tracy,Parks,Bulgarian
5516b600,Courtney,Bailey,English
77c9aa5b,Linda,Smith,Assamese
d1dd56ce,Sharon,Johnson,Venda
8b67d82f,Karen,Williams,Swati
55ade9bd,Michael,Smith,Tahitian
70536778,Tracy,Cannon,Fulah
98cb1265,Linda,Boyle,Hiri Motu
db0be3ef,Hayden,Potts,Marshallese
b4fffe29,Richard,Johnston,Mongolian
9f8bb54c,Austin,Price,Tsonga
03aa0d65,Karen,Jackson,Sichuan Yi
2589f4a9,Brian,Mccarthy,Spanish
dbea38e1,April,Nichols,Dzongkha
f6207bb8,Kristina,Berry,Gujarati
20603af4,Anthony,Hanson,Ukrainian
222d2020,Nathan,Chavez,Cornish
1f5cc3ae,Timothy,Chan,French
86b387f6,Joshua,Goodman,Swahili
7b339542,Jeffrey,Perry,Xhosa
b1b2edb7,Brian,Ramirez,Hiri Motu
c6d36874,Jasmine,Harper,"Sotho, Southern"
fb1b3d3f,Katie,Torres,Tibetan
a3ffda9b,Hannah,Wilson,Kannada
e47fbc15,Kelly,Nolan,Kurdish
48d6fb7f,Joseph,Bell,Welsh
c9aec1e2,Alicia,White,Finnish
52a3c1ff,Anna,Moore,Abkhazian
3937299c,Alexander,Flores,Sardinian
